LABEL,TEXT
ham,Life style garments account no please.
ham,What you did in  leave.
ham,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose."
ham,But we havent got da topic yet rite?
ham,Sent me de webadres for geting salary slip
ham,Yes! I am a one woman man! Please tell me your likes and dislikes in bed...
ham,I will come with karnan car. Please wait till 6pm will directly goto doctor.
spam,You are being ripped off! Get your mobile content from www.clubmoby.com call 08717509990 poly/true/Pix/Ringtones/Games six downloads for only 3
ham,PS U no ur a grown up now right?
spam,"Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989180"
spam,XCLUSIVE@CLUBSAISAI 2MOROW 28/5 SOIREE SPECIALE ZOUK WITH NICHOLS FROM PARIS.FREE ROSES 2 ALL LADIES !!! info: 07946746291/07880867867
ham,I take it the post has come then! You must have 1000s of texts now! Happy reading. My one from wiv hello caroline at the end is my favourite. Bless him
ham,would u fuckin believe it they didnt know i had thurs pre booked off so they re cancelled me AGAIN! that needs to b sacked
ham,I've reached sch already...
ham,Tell me they're female :V how're you throwing in? We're deciding what all to get now
ham,Well if I'm that desperate I'll just call armand again
spam,RT-KIng Pro Video Club>> Need help? info@ringtoneking.co.uk or call 08701237397 You must be 16+ Club credits redeemable at www.ringtoneking.co.uk! Enjoy!
ham,Cos darren say Ì_ considering mah so i ask Ì_...
ham,"Well, I have to leave for my class babe ... You never came back to me ... :-( ... Hope you have a nice sleep, my love"
ham,Anything is valuable in only 2 situations: First- Before getting it... Second- After loosing it...
spam,"Please call our customer service representative on 8927307655 between 10am-9pm as you have W0N a guaranteed cash prize of Rs.4,00,000. FL1PKART TEAM"
ham,"naughty little thought: 'its better to flirt, flirt n flirt, rather than loving someone n gettin hurt, hurt n hurt...:-) Gud nyt"
ham,I'm doing da intro covers energy trends n pros n cons... Brief description of nuclear fusion n oso brief history of iter n jet got abt 7 n half pages..
ham,"Dear,regret i cudnt pick call.drove down frm ctla now at cochin home.left mobile in car..ente style ishtamayoo?happy bakrid!"
ham,I borrow ur bag ok.
ham,Tell them no need to investigate about me anywhere.
ham,"Trust me. Even if isn't there, its there."
ham,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy!"
ham,If I die I want u to have all my stuffs.
ham,ÌÏ got wat to buy tell us then Ì_ no need to come in again.
ham,Am only searching for good dual sim mobile pa.
spam,price revising soon for urbtech xaviers fully loaded tallest tower in noida few units left for more details call 9891205199
ham,I love to cuddle! I want to hold you in my strong arms right now...
ham,"A few people are at the game, I'm at the mall with iouri and kaila"
ham,Hi. || Do u want | to join me with sts later? || Meeting them at five. || Call u after class.
ham,Onum ela pa. Normal than.
spam,"YOUR MOBILE NUMBER HAS WON 3.6 CRORE FROM SAMSUNG UK AWARD TO RECEIVE YOUR PRIZE,SEND UR NAME, MOBILE,N0,ADDRES, AGE,SEX, OCCUP TOï¿½samsungzoneuk@outlook.com"
ham,"Good afternoon loverboy ! How goes you day ? Any luck come your way? I think of you, sweetie and send my love across the sea to make you smile and happy"
ham,"Ya ok, vikky vl c witin  &lt;#&gt; mins and il reply u.."
ham,Yup but it's not giving me problems now so mayb i'll jus leave it...
ham,There's someone here that has a year  &lt;#&gt;  toyota camry like mr olayiwola's own. Mileage is  &lt;#&gt; k.its clean but i need to know how much will it sell for. If i can raise the dough for it how soon after landing will it sell. Holla back.
ham,Anything lar then Ì_ not going home 4 dinner?
spam,"URGENT! Your Mobile No was awarded a å£2,000 Bonus Caller Prize on 1/08/03! This is our 2nd attempt to contact YOU! Call 0871-4719-523 BOX95QU BT National Rate"
spam,Knock Knock Txt whose there to 80082 to enter r weekly draw 4 a Â£250 gift voucher 4 a store of yr choice. T&Cs www.tkls.com age16 to stoptxtstopÂ£1.50/week
ham,I'll meet you in the lobby
ham,Stupid.its not possible
ham,Is avatar supposed to have subtoitles
spam,	The current leading bid is 151. To pause this auction send OUT. Customer Care: 08718726270
ham,Waiting 4 my tv show 2 start lor... U leh still busy doing ur report?
spam,* FREE* POLYPHONIC RINGTONE Text SUPER to 87131 to get your FREE POLY TONE of the week now! 16 SN PoBox202 NR31 7ZS subscription 450pw
spam,"Dear V0DAF0NE Customer,You are a 5,00,000 winner of Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 7908807538 Now! "
ham,Havent shopping now lor i juz arrive only
ham,Dad says hurry the hell up
ham,Ok. There may be a free gym about.
ham,Book which lesson? then you msg me... I will call up after work or sth... I'm going to get specs. My membership is PX3748
ham,"Actually nvm, got hella cash, we still on for  &lt;#&gt; ish?"
ham,Are u coming to the funeral home
ham,Me sef dey laugh you. Meanwhile how's my darling anjie!
ham,Yavnt tried yet and never played original either
ham,"Pity, * was in mood for that. So...any other suggestions?"
ham,Aiyah ok wat as long as got improve can already wat...
ham,Call him and say you not coming today ok and tell them not to fool me like this ok
ham,"Hi hope u r both ok, he said he would text and he hasn't, have u seen him, let me down gently please "
ham,Were somewhere on Fredericksburg
ham,Kinda. First one gets in at twelve! Aah. Speak tomo
spam,Please CALL 08712402578 immediately as there is an urgent message waiting for you
ham,In meeting da. I will call you
ham,Hey so whats the plan this sat? 
ham,hi baby im sat on the bloody bus at the mo and i wont be home until about 7:30 wanna do somethin later? call me later ortxt back jess xx
ham,Aiyar sorry lor forgot 2 tell u...
ham,Thanx u darlin!im cool thanx. A few bday drinks 2 nite. 2morrow off! Take care c u soon.xxx
spam,Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX å£1.50
spam,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW
ham,Haha okay... Today weekend leh... 
ham,Id have to check but there's only like 1 bowls worth left
ham,Check wid corect speling i.e. Sarcasm
ham,When're you guys getting back? G said you were thinking about not staying for mcr
ham,"K, jason says he's gonna be around so I'll be up there around  &lt;#&gt;"
ham,Then why you not responding
spam,Money i have won wining number 946 wot do i do next
ham,I wont. So wat's wit the guys
ham,Designation is software developer and may be she get chennai:)
ham,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear"""
ham,I know you are serving. I mean what are you doing now.
ham,Hello darlin ive finished college now so txt me when u finish if u can love Kate xxx
spam,WIN a å£200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 å£1.50perweeksub.
ham,", how's things? Just a quick question."
spam,Do you want 750 anytime any network mins 150 text and a NEW VIDEO phone for only five pounds per week call 08002888812 or reply for delivery tomorrow
ham,Then anything special?
ham,My planning usually stops at \find hella weed
ham,Are you this much buzy
ham,I'm done oredi...
ham,Then u drive lor.
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203694 Identifier Code: 40533 Expires 31/10/04
ham,Oh k. . I will come tomorrow
ham,I hate when she does this. She turns what should be a fun shopping trip into an annoying day of how everything would look in her house.
ham,So gd got free ice cream... I oso wan...
ham,Dear we got  &lt;#&gt;  dollars hi hi
ham,U 2.
spam,"Free msg. Sorry, a service you ordered from 81303 could not be delivered as you do not have sufficient credit. Please top up to receive the service."
spam,Do you want a NEW video phone750 anytime any network mins 150 text for only five pounds per week call 08000776320 now or reply for delivery tomorrow
ham,Its hard to believe things like this. All can say lie but think twice before saying anything to me.
ham,In xam hall boy asked girl Tell me the starting term for dis answer I can den manage on my own After lot of hesitation n lookin around silently she said THE! intha ponnungale ipaditan;)
ham,K go and sleep well. Take rest:-).
ham,Oh. U must have taken your REAL Valentine out shopping first.
ham,Speaking of does he have any cash yet?
spam,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! "
ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?"
ham,"\SYMPTOMS\"" when U are in love: \""1.U like listening songs 2.U get stopped where u see the name of your beloved 3.U won't get angry when your"""
ham,"Goodmorning,my grandfather expired..so am on leave today."
ham,Maybe?! Say hi to  and find out if  got his card. Great escape or wetherspoons? 
ham,"\ME 2 BABE I FEEL THE SAME LETS JUST 4GET ABOUT IT+BOTH TRY +CHEER UP+NOT FIT SOO MUCHXXLOVE U LOCAXX\"""""
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only
ham,This is my number by vivek..
ham,"Sir, I have been late in paying rent for the past few months and had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thanks"
ham,I am joining today formally.Pls keep praying.will talk later.
ham,I didnt get anything da
ham,ÌÏ only send me the contents page...
spam,"Welcome to Select, an O2 service with added benefits. You can now call our specially trained advisors FREE from your mobile by dialling 402."
ham,This phone has the weirdest auto correct.
ham,"I guess that's why you re worried. You must know that there's a way the body repairs itself. And i'm quite sure you shouldn't worry. We'll take it slow. First the tests, they will guide when your ovulation is then just relax. Nothing you've said is a reason to worry but i.ll keep on followin you up."
spam,We are specialist in placing people in BPOs & hv al the major client.Hiring 4 collection/cce/tse 4 top 10 Bpos with good sal+inc.DAYSHIFT av.Tanvi/9953921288
ham,Have your lunch and come quickly and open the door:)
ham,Erutupalam thandiyachu
ham,aathi..where are you dear..
spam,Message Important information for O2 user. Today is your lucky day! 2 find out why log onto http://www.urawinner.com there is a fantastic surprise awaiting you
ham,"Good afternoon sexy buns! How goes the job search ? I wake and you are my first thought as always, my love. I wish your fine and happy and know I adore you!"
ham,Lol or I could just starve and lose a pound by the end of the day.
ham,Our ride equally uneventful - not too many of those pesky cyclists around at that time of night ;).
spam,"Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058097189 NOW all will be revealed. POBox 6, LS15HB 150p "
spam,FREE entry into our å£250 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk
ham,Lol its ok I didn't remember til last nite
ham,Good morning pookie pie! Lol hope I didn't wake u up
ham,Correct. So how was work today
ham,Yes. that will be fine. Love you. Be safe.
ham,"aight we can pick some up, you open before tonight?"
ham,Going to join tomorrow.
ham,Later i guess. I needa do mcat study too.
ham,Do we have any spare power supplies
spam,"Bears Pic Nick, and Tom, Pete and ... Dick. In fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324"
ham,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '"
